Lfd_Nr,Sat_head_indicator,Sat_indicator,Sat_unit
384,Emissions (EDGAR),'c5f12_1A1bc_EDGAR_consistent',kilotonnes
385,Emissions (EDGAR),'c5f12_1A1b_EDGAR_consistent',kilotonnes
386,Emissions (EDGAR),'c5f12_1A1ci_EDGAR_consistent',kilotonnes
387,Emissions (EDGAR),'c5f12_1A1cii_EDGAR_consistent',kilotonnes
388,Emissions (EDGAR),'c5f12_1A2_EDGAR_consistent',kilotonnes
389,Emissions (EDGAR),'c5f12_1A2a_EDGAR_consistent',kilotonnes
390,Emissions (EDGAR),'c5f12_1A2b_EDGAR_consistent',kilotonnes
391,Emissions (EDGAR),'c5f12_1A2c_EDGAR_consistent',kilotonnes
392,Emissions (EDGAR),'c5f12_1A2d_EDGAR_consistent',kilotonnes
393,Emissions (EDGAR),'c5f12_1A2e_EDGAR_consistent',kilotonnes
394,Emissions (EDGAR),'c5f12_1A2f_EDGAR_consistent',kilotonnes
395,Emissions (EDGAR),'c5f12_1A2g_EDGAR_consistent',kilotonnes
396,Emissions (EDGAR),'c5f12_1A2h_EDGAR_consistent',kilotonnes
397,Emissions (EDGAR),'c5f12_1A2i_EDGAR_consistent',kilotonnes
398,Emissions (EDGAR),'c5f12_1A2j_EDGAR_consistent',kilotonnes
399,Emissions (EDGAR),'c5f12_1A2k_EDGAR_consistent',kilotonnes
400,Emissions (EDGAR),'c5f12_1A2l_EDGAR_consistent',kilotonnes
401,Emissions (EDGAR),'c5f12_1A2m_EDGAR_consistent',kilotonnes
402,Emissions (EDGAR),'c5f12_1A3b_EDGAR_consistent',kilotonnes
403,Emissions (EDGAR),'c5f12_1A3b_noRES_EDGAR_consistent',kilotonnes
404,Emissions (EDGAR),'c5f12_1A3b_RES_EDGAR_consistent',kilotonnes
405,Emissions (EDGAR),'c5f12_1A3a_EDGAR_consistent',kilotonnes
406,Emissions (EDGAR),'c5f12_1A3c_EDGAR_consistent',kilotonnes
407,Emissions (EDGAR),'c5f12_1A3d_EDGAR_consistent',kilotonnes
408,Emissions (EDGAR),'c5f12_1A3e_EDGAR_consistent',kilotonnes
409,Emissions (EDGAR),'c5f12_1A4_EDGAR_consistent',kilotonnes
410,Emissions (EDGAR),'c5f12_1A4a_EDGAR_consistent',kilotonnes
411,Emissions (EDGAR),'c5f12_1A4b_EDGAR_consistent',kilotonnes
412,Emissions (EDGAR),'c5f12_1A4ci_EDGAR_consistent',kilotonnes
413,Emissions (EDGAR),'c5f12_1A4cii_EDGAR_consistent',kilotonnes
414,Emissions (EDGAR),'c5f12_1A4ciii_EDGAR_consistent',kilotonnes
415,Emissions (EDGAR),'c5f12_1A5_EDGAR_consistent',kilotonnes
416,Emissions (EDGAR),'c5f12_1B1_EDGAR_consistent',kilotonnes
417,Emissions (EDGAR),'c5f12_1B2_EDGAR_consistent',kilotonnes
418,Emissions (EDGAR),'c5f12_2A1_EDGAR_consistent',kilotonnes
419,Emissions (EDGAR),'c5f12_2A2_EDGAR_consistent',kilotonnes
420,Emissions (EDGAR),'c5f12_2A3_EDGAR_consistent',kilotonnes
421,Emissions (EDGAR),'c5f12_2A4_EDGAR_consistent',kilotonnes
422,Emissions (EDGAR),'c5f12_2B_EDGAR_consistent',kilotonnes
423,Emissions (EDGAR),'c5f12_2C_EDGAR_consistent',kilotonnes
424,Emissions (EDGAR),'c5f12_2D_EDGAR_consistent',kilotonnes
425,Emissions (EDGAR),'c5f12_2E_EDGAR_consistent',kilotonnes
426,Emissions (EDGAR),'c5f12_2F_EDGAR_consistent',kilotonnes
427,Emissions (EDGAR),'c5f12_2G_EDGAR_consistent',kilotonnes
428,Emissions (EDGAR),'c5f12_2H_EDGAR_consistent',kilotonnes
429,Emissions (EDGAR),'c5f12_3A1_EDGAR_consistent',kilotonnes
430,Emissions (EDGAR),'c5f12_3A2_EDGAR_consistent',kilotonnes
431,Emissions (EDGAR),'c5f12_3B1_EDGAR_consistent',kilotonnes
432,Emissions (EDGAR),'c5f12_3B2_EDGAR_consistent',kilotonnes
433,Emissions (EDGAR),'c5f12_3B3_EDGAR_consistent',kilotonnes
434,Emissions (EDGAR),'c5f12_3B4&6_EDGAR_consistent',kilotonnes
435,Emissions (EDGAR),'c5f12_3B5_EDGAR_consistent',kilotonnes
436,Emissions (EDGAR),'c5f12_3C1_EDGAR_consistent',kilotonnes
437,Emissions (EDGAR),'c5f12_3C1a_EDGAR_consistent',kilotonnes
438,Emissions (EDGAR),'c5f12_3C1b_EDGAR_consistent',kilotonnes
439,Emissions (EDGAR),'c5f12_3C1c_EDGAR_consistent',kilotonnes
440,Emissions (EDGAR),'c5f12_3C1d_EDGAR_consistent',kilotonnes
441,Emissions (EDGAR),'c5f12_3C2_EDGAR_consistent',kilotonnes
442,Emissions (EDGAR),'c5f12_3C3_EDGAR_consistent',kilotonnes
443,Emissions (EDGAR),'c5f12_3C4_EDGAR_consistent',kilotonnes
444,Emissions (EDGAR),'c5f12_3C5_EDGAR_consistent',kilotonnes
445,Emissions (EDGAR),'c5f12_3C6_EDGAR_consistent',kilotonnes
446,Emissions (EDGAR),'c5f12_3C7_EDGAR_consistent',kilotonnes
447,Emissions (EDGAR),'c5f12_3C8_EDGAR_consistent',kilotonnes
448,Emissions (EDGAR),'c5f12_4A_EDGAR_consistent',kilotonnes
449,Emissions (EDGAR),'c5f12_4B_EDGAR_consistent',kilotonnes
450,Emissions (EDGAR),'c5f12_4C_EDGAR_consistent',kilotonnes
451,Emissions (EDGAR),'c5f12_4D_EDGAR_consistent',kilotonnes
452,Emissions (EDGAR),'c5f12_4E_EDGAR_consistent',kilotonnes
453,Emissions (EDGAR),'c5f12_5B_EDGAR_consistent',kilotonnes
454,Emissions (EDGAR),'c5f12_5A_EDGAR_consistent',kilotonnes
455,Emissions (EDGAR),'c6f14_total_EDGAR_consistent',kilotonnes
456,Emissions (EDGAR),'c6f14_1A1a_EDGAR_consistent',kilotonnes
457,Emissions (EDGAR),'c6f14_1A1bc_EDGAR_consistent',kilotonnes
458,Emissions (EDGAR),'c6f14_1A1b_EDGAR_consistent',kilotonnes
459,Emissions (EDGAR),'c6f14_1A1ci_EDGAR_consistent',kilotonnes
460,Emissions (EDGAR),'c6f14_1A1cii_EDGAR_consistent',kilotonnes
461,Emissions (EDGAR),'c6f14_1A2_EDGAR_consistent',kilotonnes
462,Emissions (EDGAR),'c6f14_1A2a_EDGAR_consistent',kilotonnes
463,Emissions (EDGAR),'c6f14_1A2b_EDGAR_consistent',kilotonnes
464,Emissions (EDGAR),'c6f14_1A2c_EDGAR_consistent',kilotonnes
465,Emissions (EDGAR),'c6f14_1A2d_EDGAR_consistent',kilotonnes
466,Emissions (EDGAR),'c6f14_1A2e_EDGAR_consistent',kilotonnes
467,Emissions (EDGAR),'c6f14_1A2f_EDGAR_consistent',kilotonnes
468,Emissions (EDGAR),'c6f14_1A2g_EDGAR_consistent',kilotonnes
469,Emissions (EDGAR),'c6f14_1A2h_EDGAR_consistent',kilotonnes
470,Emissions (EDGAR),'c6f14_1A2i_EDGAR_consistent',kilotonnes
471,Emissions (EDGAR),'c6f14_1A2j_EDGAR_consistent',kilotonnes
472,Emissions (EDGAR),'c6f14_1A2k_EDGAR_consistent',kilotonnes
473,Emissions (EDGAR),'c6f14_1A2l_EDGAR_consistent',kilotonnes
474,Emissions (EDGAR),'c6f14_1A2m_EDGAR_consistent',kilotonnes
475,Emissions (EDGAR),'c6f14_1A3b_EDGAR_consistent',kilotonnes
476,Emissions (EDGAR),'c6f14_1A3b_noRES_EDGAR_consistent',kilotonnes
477,Emissions (EDGAR),'c6f14_1A3b_RES_EDGAR_consistent',kilotonnes
478,Emissions (EDGAR),'c6f14_1A3a_EDGAR_consistent',kilotonnes
479,Emissions (EDGAR),'c6f14_1A3c_EDGAR_consistent',kilotonnes
480,Emissions (EDGAR),'c6f14_1A3d_EDGAR_consistent',kilotonnes
481,Emissions (EDGAR),'c6f14_1A3e_EDGAR_consistent',kilotonnes
482,Emissions (EDGAR),'c6f14_1A4_EDGAR_consistent',kilotonnes
483,Emissions (EDGAR),'c6f14_1A4a_EDGAR_consistent',kilotonnes
484,Emissions (EDGAR),'c6f14_1A4b_EDGAR_consistent',kilotonnes
485,Emissions (EDGAR),'c6f14_1A4ci_EDGAR_consistent',kilotonnes
486,Emissions (EDGAR),'c6f14_1A4cii_EDGAR_consistent',kilotonnes
487,Emissions (EDGAR),'c6f14_1A4ciii_EDGAR_consistent',kilotonnes
488,Emissions (EDGAR),'c6f14_1A5_EDGAR_consistent',kilotonnes
489,Emissions (EDGAR),'c6f14_1B1_EDGAR_consistent',kilotonnes
490,Emissions (EDGAR),'c6f14_1B2_EDGAR_consistent',kilotonnes
491,Emissions (EDGAR),'c6f14_2A1_EDGAR_consistent',kilotonnes
492,Emissions (EDGAR),'c6f14_2A2_EDGAR_consistent',kilotonnes
493,Emissions (EDGAR),'c6f14_2A3_EDGAR_consistent',kilotonnes
494,Emissions (EDGAR),'c6f14_2A4_EDGAR_consistent',kilotonnes
495,Emissions (EDGAR),'c6f14_2B_EDGAR_consistent',kilotonnes
496,Emissions (EDGAR),'c6f14_2C_EDGAR_consistent',kilotonnes
497,Emissions (EDGAR),'c6f14_2D_EDGAR_consistent',kilotonnes
498,Emissions (EDGAR),'c6f14_2E_EDGAR_consistent',kilotonnes
499,Emissions (EDGAR),'c6f14_2F_EDGAR_consistent',kilotonnes
500,Emissions (EDGAR),'c6f14_2G_EDGAR_consistent',kilotonnes
501,Emissions (EDGAR),'c6f14_2H_EDGAR_consistent',kilotonnes
502,Emissions (EDGAR),'c6f14_3A1_EDGAR_consistent',kilotonnes
503,Emissions (EDGAR),'c6f14_3A2_EDGAR_consistent',kilotonnes
504,Emissions (EDGAR),'c6f14_3B1_EDGAR_consistent',kilotonnes
505,Emissions (EDGAR),'c6f14_3B2_EDGAR_consistent',kilotonnes
506,Emissions (EDGAR),'c6f14_3B3_EDGAR_consistent',kilotonnes
507,Emissions (EDGAR),'c6f14_3B4&6_EDGAR_consistent',kilotonnes
508,Emissions (EDGAR),'c6f14_3B5_EDGAR_consistent',kilotonnes
509,Emissions (EDGAR),'c6f14_3C1_EDGAR_consistent',kilotonnes
510,Emissions (EDGAR),'c6f14_3C1a_EDGAR_consistent',kilotonnes
511,Emissions (EDGAR),'c6f14_3C1b_EDGAR_consistent',kilotonnes
512,Emissions (EDGAR),'c6f14_3C1c_EDGAR_consistent',kilotonnes
513,Emissions (EDGAR),'c6f14_3C1d_EDGAR_consistent',kilotonnes
514,Emissions (EDGAR),'c6f14_3C2_EDGAR_consistent',kilotonnes
515,Emissions (EDGAR),'c6f14_3C3_EDGAR_consistent',kilotonnes
516,Emissions (EDGAR),'c6f14_3C4_EDGAR_consistent',kilotonnes
517,Emissions (EDGAR),'c6f14_3C5_EDGAR_consistent',kilotonnes
518,Emissions (EDGAR),'c6f14_3C6_EDGAR_consistent',kilotonnes
519,Emissions (EDGAR),'c6f14_3C7_EDGAR_consistent',kilotonnes
520,Emissions (EDGAR),'c6f14_3C8_EDGAR_consistent',kilotonnes
521,Emissions (EDGAR),'c6f14_4A_EDGAR_consistent',kilotonnes
522,Emissions (EDGAR),'c6f14_4B_EDGAR_consistent',kilotonnes
523,Emissions (EDGAR),'c6f14_4C_EDGAR_consistent',kilotonnes
524,Emissions (EDGAR),'c6f14_4D_EDGAR_consistent',kilotonnes
525,Emissions (EDGAR),'c6f14_4E_EDGAR_consistent',kilotonnes
526,Emissions (EDGAR),'c6f14_5B_EDGAR_consistent',kilotonnes
527,Emissions (EDGAR),'c6f14_5A_EDGAR_consistent',kilotonnes
528,Emissions (EDGAR),'c6f14_total_EDGAR_consistent',kilotonnes
529,Emissions (EDGAR),'c6f14_1A1a_EDGAR_consistent',kilotonnes
530,Emissions (EDGAR),'c6f14_1A1bc_EDGAR_consistent',kilotonnes
531,Emissions (EDGAR),'c6f14_1A1b_EDGAR_consistent',kilotonnes
532,Emissions (EDGAR),'c6f14_1A1ci_EDGAR_consistent',kilotonnes
533,Emissions (EDGAR),'c6f14_1A1cii_EDGAR_consistent',kilotonnes
534,Emissions (EDGAR),'c6f14_1A2_EDGAR_consistent',kilotonnes
535,Emissions (EDGAR),'c6f14_1A2a_EDGAR_consistent',kilotonnes
536,Emissions (EDGAR),'c6f14_1A2b_EDGAR_consistent',kilotonnes
537,Emissions (EDGAR),'c6f14_1A2c_EDGAR_consistent',kilotonnes
538,Emissions (EDGAR),'c6f14_1A2d_EDGAR_consistent',kilotonnes
539,Emissions (EDGAR),'c6f14_1A2e_EDGAR_consistent',kilotonnes
540,Emissions (EDGAR),'c6f14_1A2f_EDGAR_consistent',kilotonnes
541,Emissions (EDGAR),'c6f14_1A2g_EDGAR_consistent',kilotonnes
542,Emissions (EDGAR),'c6f14_1A2h_EDGAR_consistent',kilotonnes
543,Emissions (EDGAR),'c6f14_1A2i_EDGAR_consistent',kilotonnes
544,Emissions (EDGAR),'c6f14_1A2j_EDGAR_consistent',kilotonnes
545,Emissions (EDGAR),'c6f14_1A2k_EDGAR_consistent',kilotonnes
546,Emissions (EDGAR),'c6f14_1A2l_EDGAR_consistent',kilotonnes
547,Emissions (EDGAR),'c6f14_1A2m_EDGAR_consistent',kilotonnes
548,Emissions (EDGAR),'c6f14_1A3b_EDGAR_consistent',kilotonnes
549,Emissions (EDGAR),'c6f14_1A3b_noRES_EDGAR_consistent',kilotonnes
550,Emissions (EDGAR),'c6f14_1A3b_RES_EDGAR_consistent',kilotonnes
551,Emissions (EDGAR),'c6f14_1A3a_EDGAR_consistent',kilotonnes
552,Emissions (EDGAR),'c6f14_1A3c_EDGAR_consistent',kilotonnes
553,Emissions (EDGAR),'c6f14_1A3d_EDGAR_consistent',kilotonnes
554,Emissions (EDGAR),'c6f14_1A3e_EDGAR_consistent',kilotonnes
555,Emissions (EDGAR),'c6f14_1A4_EDGAR_consistent',kilotonnes
556,Emissions (EDGAR),'c6f14_1A4a_EDGAR_consistent',kilotonnes
557,Emissions (EDGAR),'c6f14_1A4b_EDGAR_consistent',kilotonnes
558,Emissions (EDGAR),'c6f14_1A4ci_EDGAR_consistent',kilotonnes
559,Emissions (EDGAR),'c6f14_1A4cii_EDGAR_consistent',kilotonnes
560,Emissions (EDGAR),'c6f14_1A4ciii_EDGAR_consistent',kilotonnes
561,Emissions (EDGAR),'c6f14_1A5_EDGAR_consistent',kilotonnes
562,Emissions (EDGAR),'c6f14_1B1_EDGAR_consistent',kilotonnes
563,Emissions (EDGAR),'c6f14_1B2_EDGAR_consistent',kilotonnes
564,Emissions (EDGAR),'c6f14_2A1_EDGAR_consistent',kilotonnes
565,Emissions (EDGAR),'c6f14_2A2_EDGAR_consistent',kilotonnes
566,Emissions (EDGAR),'c6f14_2A3_EDGAR_consistent',kilotonnes
567,Emissions (EDGAR),'c6f14_2A4_EDGAR_consistent',kilotonnes
568,Emissions (EDGAR),'c6f14_2B_EDGAR_consistent',kilotonnes
569,Emissions (EDGAR),'c6f14_2C_EDGAR_consistent',kilotonnes
570,Emissions (EDGAR),'c6f14_2D_EDGAR_consistent',kilotonnes
571,Emissions (EDGAR),'c6f14_2E_EDGAR_consistent',kilotonnes
572,Emissions (EDGAR),'c6f14_2F_EDGAR_consistent',kilotonnes
573,Emissions (EDGAR),'c6f14_2G_EDGAR_consistent',kilotonnes
574,Emissions (EDGAR),'c6f14_2H_EDGAR_consistent',kilotonnes
575,Emissions (EDGAR),'c6f14_3A1_EDGAR_consistent',kilotonnes
576,Emissions (EDGAR),'c6f14_3A2_EDGAR_consistent',kilotonnes
577,Emissions (EDGAR),'c6f14_3B1_EDGAR_consistent',kilotonnes
578,Emissions (EDGAR),'c6f14_3B2_EDGAR_consistent',kilotonnes
579,Emissions (EDGAR),'c6f14_3B3_EDGAR_consistent',kilotonnes
580,Emissions (EDGAR),'c6f14_3B4&6_EDGAR_consistent',kilotonnes
581,Emissions (EDGAR),'c6f14_3B5_EDGAR_consistent',kilotonnes
582,Emissions (EDGAR),'c6f14_3C1_EDGAR_consistent',kilotonnes
583,Emissions (EDGAR),'c6f14_3C1a_EDGAR_consistent',kilotonnes
584,Emissions (EDGAR),'c6f14_3C1b_EDGAR_consistent',kilotonnes
585,Emissions (EDGAR),'c6f14_3C1c_EDGAR_consistent',kilotonnes
586,Emissions (EDGAR),'c6f14_3C1d_EDGAR_consistent',kilotonnes
587,Emissions (EDGAR),'c6f14_3C2_EDGAR_consistent',kilotonnes
588,Emissions (EDGAR),'c6f14_3C3_EDGAR_consistent',kilotonnes
589,Emissions (EDGAR),'c6f14_3C4_EDGAR_consistent',kilotonnes
590,Emissions (EDGAR),'c6f14_3C5_EDGAR_consistent',kilotonnes
591,Emissions (EDGAR),'c6f14_3C6_EDGAR_consistent',kilotonnes
592,Emissions (EDGAR),'c6f14_3C7_EDGAR_consistent',kilotonnes
593,Emissions (EDGAR),'c6f14_3C8_EDGAR_consistent',kilotonnes
594,Emissions (EDGAR),'c6f14_4A_EDGAR_consistent',kilotonnes
595,Emissions (EDGAR),'c6f14_4B_EDGAR_consistent',kilotonnes
596,Emissions (EDGAR),'c6f14_4C_EDGAR_consistent',kilotonnes
597,Emissions (EDGAR),'c6f14_4D_EDGAR_consistent',kilotonnes
598,Emissions (EDGAR),'c6f14_4E_EDGAR_consistent',kilotonnes
599,Emissions (EDGAR),'c6f14_5B_EDGAR_consistent',kilotonnes
600,Emissions (EDGAR),'c6f14_5A_EDGAR_consistent',kilotonnes
601,Emissions (EDGAR),'cf4_total_EDGAR_consistent',kilotonnes
602,Emissions (EDGAR),'cf4_1A1a_EDGAR_consistent',kilotonnes
603,Emissions (EDGAR),'cf4_1A1bc_EDGAR_consistent',kilotonnes
604,Emissions (EDGAR),'cf4_1A1b_EDGAR_consistent',kilotonnes
605,Emissions (EDGAR),'cf4_1A1ci_EDGAR_consistent',kilotonnes
606,Emissions (EDGAR),'cf4_1A1cii_EDGAR_consistent',kilotonnes
607,Emissions (EDGAR),'cf4_1A2_EDGAR_consistent',kilotonnes
608,Emissions (EDGAR),'cf4_1A2a_EDGAR_consistent',kilotonnes
609,Emissions (EDGAR),'cf4_1A2b_EDGAR_consistent',kilotonnes
610,Emissions (EDGAR),'cf4_1A2c_EDGAR_consistent',kilotonnes
611,Emissions (EDGAR),'cf4_1A2d_EDGAR_consistent',kilotonnes
612,Emissions (EDGAR),'cf4_1A2e_EDGAR_consistent',kilotonnes
613,Emissions (EDGAR),'cf4_1A2f_EDGAR_consistent',kilotonnes
614,Emissions (EDGAR),'cf4_1A2g_EDGAR_consistent',kilotonnes
615,Emissions (EDGAR),'cf4_1A2h_EDGAR_consistent',kilotonnes
616,Emissions (EDGAR),'cf4_1A2i_EDGAR_consistent',kilotonnes
617,Emissions (EDGAR),'cf4_1A2j_EDGAR_consistent',kilotonnes
618,Emissions (EDGAR),'cf4_1A2k_EDGAR_consistent',kilotonnes
619,Emissions (EDGAR),'cf4_1A2l_EDGAR_consistent',kilotonnes
620,Emissions (EDGAR),'cf4_1A2m_EDGAR_consistent',kilotonnes
621,Emissions (EDGAR),'cf4_1A3b_EDGAR_consistent',kilotonnes
622,Emissions (EDGAR),'cf4_1A3b_noRES_EDGAR_consistent',kilotonnes
623,Emissions (EDGAR),'cf4_1A3b_RES_EDGAR_consistent',kilotonnes
624,Emissions (EDGAR),'cf4_1A3a_EDGAR_consistent',kilotonnes
625,Emissions (EDGAR),'cf4_1A3c_EDGAR_consistent',kilotonnes
626,Emissions (EDGAR),'cf4_1A3d_EDGAR_consistent',kilotonnes
627,Emissions (EDGAR),'cf4_1A3e_EDGAR_consistent',kilotonnes
628,Emissions (EDGAR),'cf4_1A4_EDGAR_consistent',kilotonnes
629,Emissions (EDGAR),'cf4_1A4a_EDGAR_consistent',kilotonnes
630,Emissions (EDGAR),'cf4_1A4b_EDGAR_consistent',kilotonnes
631,Emissions (EDGAR),'cf4_1A4ci_EDGAR_consistent',kilotonnes
632,Emissions (EDGAR),'cf4_1A4cii_EDGAR_consistent',kilotonnes
633,Emissions (EDGAR),'cf4_1A4ciii_EDGAR_consistent',kilotonnes
634,Emissions (EDGAR),'cf4_1A5_EDGAR_consistent',kilotonnes
635,Emissions (EDGAR),'cf4_1B1_EDGAR_consistent',kilotonnes
636,Emissions (EDGAR),'cf4_1B2_EDGAR_consistent',kilotonnes
637,Emissions (EDGAR),'cf4_2A1_EDGAR_consistent',kilotonnes
638,Emissions (EDGAR),'cf4_2A2_EDGAR_consistent',kilotonnes
639,Emissions (EDGAR),'cf4_2A3_EDGAR_consistent',kilotonnes
640,Emissions (EDGAR),'cf4_2A4_EDGAR_consistent',kilotonnes
641,Emissions (EDGAR),'cf4_2B_EDGAR_consistent',kilotonnes
642,Emissions (EDGAR),'cf4_2C_EDGAR_consistent',kilotonnes
643,Emissions (EDGAR),'cf4_2D_EDGAR_consistent',kilotonnes
644,Emissions (EDGAR),'cf4_2E_EDGAR_consistent',kilotonnes
645,Emissions (EDGAR),'cf4_2F_EDGAR_consistent',kilotonnes
646,Emissions (EDGAR),'cf4_2G_EDGAR_consistent',kilotonnes
647,Emissions (EDGAR),'cf4_2H_EDGAR_consistent',kilotonnes
648,Emissions (EDGAR),'cf4_3A1_EDGAR_consistent',kilotonnes
649,Emissions (EDGAR),'cf4_3A2_EDGAR_consistent',kilotonnes
650,Emissions (EDGAR),'cf4_3B1_EDGAR_consistent',kilotonnes
651,Emissions (EDGAR),'cf4_3B2_EDGAR_consistent',kilotonnes
652,Emissions (EDGAR),'cf4_3B3_EDGAR_consistent',kilotonnes
653,Emissions (EDGAR),'cf4_3B4&6_EDGAR_consistent',kilotonnes
654,Emissions (EDGAR),'cf4_3B5_EDGAR_consistent',kilotonnes
655,Emissions (EDGAR),'cf4_3C1_EDGAR_consistent',kilotonnes
656,Emissions (EDGAR),'cf4_3C1a_EDGAR_consistent',kilotonnes
657,Emissions (EDGAR),'cf4_3C1b_EDGAR_consistent',kilotonnes
658,Emissions (EDGAR),'cf4_3C1c_EDGAR_consistent',kilotonnes
659,Emissions (EDGAR),'cf4_3C1d_EDGAR_consistent',kilotonnes
660,Emissions (EDGAR),'cf4_3C2_EDGAR_consistent',kilotonnes
661,Emissions (EDGAR),'cf4_3C3_EDGAR_consistent',kilotonnes
662,Emissions (EDGAR),'cf4_3C4_EDGAR_consistent',kilotonnes
663,Emissions (EDGAR),'cf4_3C5_EDGAR_consistent',kilotonnes
664,Emissions (EDGAR),'cf4_3C6_EDGAR_consistent',kilotonnes
665,Emissions (EDGAR),'cf4_3C7_EDGAR_consistent',kilotonnes
666,Emissions (EDGAR),'cf4_3C8_EDGAR_consistent',kilotonnes
667,Emissions (EDGAR),'cf4_4A_EDGAR_consistent',kilotonnes
668,Emissions (EDGAR),'cf4_4B_EDGAR_consistent',kilotonnes
669,Emissions (EDGAR),'cf4_4C_EDGAR_consistent',kilotonnes
670,Emissions (EDGAR),'cf4_4D_EDGAR_consistent',kilotonnes
671,Emissions (EDGAR),'cf4_4E_EDGAR_consistent',kilotonnes
672,Emissions (EDGAR),'cf4_5B_EDGAR_consistent',kilotonnes
673,Emissions (EDGAR),'cf4_5A_EDGAR_consistent',kilotonnes
674,Emissions (EDGAR),'hcfc_141b_total_EDGAR_consistent',kilotonnes
675,Emissions (EDGAR),'hcfc_141b_1A1a_EDGAR_consistent',kilotonnes
676,Emissions (EDGAR),'hcfc_141b_1A1bc_EDGAR_consistent',kilotonnes
677,Emissions (EDGAR),'hcfc_141b_1A1b_EDGAR_consistent',kilotonnes
678,Emissions (EDGAR),'hcfc_141b_1A1ci_EDGAR_consistent',kilotonnes
679,Emissions (EDGAR),'hcfc_141b_1A1cii_EDGAR_consistent',kilotonnes
680,Emissions (EDGAR),'hcfc_141b_1A2_EDGAR_consistent',kilotonnes
681,Emissions (EDGAR),'hcfc_141b_1A2a_EDGAR_consistent',kilotonnes
682,Emissions (EDGAR),'hcfc_141b_1A2b_EDGAR_consistent',kilotonnes
683,Emissions (EDGAR),'hcfc_141b_1A2c_EDGAR_consistent',kilotonnes
684,Emissions (EDGAR),'hcfc_141b_1A2d_EDGAR_consistent',kilotonnes
685,Emissions (EDGAR),'hcfc_141b_1A2e_EDGAR_consistent',kilotonnes
686,Emissions (EDGAR),'hcfc_141b_1A2f_EDGAR_consistent',kilotonnes
687,Emissions (EDGAR),'hcfc_141b_1A2g_EDGAR_consistent',kilotonnes
688,Emissions (EDGAR),'hcfc_141b_1A2h_EDGAR_consistent',kilotonnes
689,Emissions (EDGAR),'hcfc_141b_1A2i_EDGAR_consistent',kilotonnes
690,Emissions (EDGAR),'hcfc_141b_1A2j_EDGAR_consistent',kilotonnes
691,Emissions (EDGAR),'hcfc_141b_1A2k_EDGAR_consistent',kilotonnes
692,Emissions (EDGAR),'hcfc_141b_1A2l_EDGAR_consistent',kilotonnes
693,Emissions (EDGAR),'hcfc_141b_1A2m_EDGAR_consistent',kilotonnes
694,Emissions (EDGAR),'hcfc_141b_1A3b_EDGAR_consistent',kilotonnes
695,Emissions (EDGAR),'hcfc_141b_1A3b_noRES_EDGAR_consistent',kilotonnes
696,Emissions (EDGAR),'hcfc_141b_1A3b_RES_EDGAR_consistent',kilotonnes
697,Emissions (EDGAR),'hcfc_141b_1A3a_EDGAR_consistent',kilotonnes
698,Emissions (EDGAR),'hcfc_141b_1A3c_EDGAR_consistent',kilotonnes
699,Emissions (EDGAR),'hcfc_141b_1A3d_EDGAR_consistent',kilotonnes
700,Emissions (EDGAR),'hcfc_141b_1A3e_EDGAR_consistent',kilotonnes
701,Emissions (EDGAR),'hcfc_141b_1A4_EDGAR_consistent',kilotonnes
702,Emissions (EDGAR),'hcfc_141b_1A4a_EDGAR_consistent',kilotonnes
703,Emissions (EDGAR),'hcfc_141b_1A4b_EDGAR_consistent',kilotonnes
704,Emissions (EDGAR),'hcfc_141b_1A4ci_EDGAR_consistent',kilotonnes
705,Emissions (EDGAR),'hcfc_141b_1A4cii_EDGAR_consistent',kilotonnes
706,Emissions (EDGAR),'hcfc_141b_1A4ciii_EDGAR_consistent',kilotonnes
707,Emissions (EDGAR),'hcfc_141b_1A5_EDGAR_consistent',kilotonnes
708,Emissions (EDGAR),'hcfc_141b_1B1_EDGAR_consistent',kilotonnes
709,Emissions (EDGAR),'hcfc_141b_1B2_EDGAR_consistent',kilotonnes
710,Emissions (EDGAR),'hcfc_141b_2A1_EDGAR_consistent',kilotonnes
711,Emissions (EDGAR),'hcfc_141b_2A2_EDGAR_consistent',kilotonnes
712,Emissions (EDGAR),'hcfc_141b_2A3_EDGAR_consistent',kilotonnes
713,Emissions (EDGAR),'hcfc_141b_2A4_EDGAR_consistent',kilotonnes
714,Emissions (EDGAR),'hcfc_141b_2B_EDGAR_consistent',kilotonnes
715,Emissions (EDGAR),'hcfc_141b_2C_EDGAR_consistent',kilotonnes
716,Emissions (EDGAR),'hcfc_141b_2D_EDGAR_consistent',kilotonnes
717,Emissions (EDGAR),'hcfc_141b_2E_EDGAR_consistent',kilotonnes
718,Emissions (EDGAR),'hcfc_141b_2F_EDGAR_consistent',kilotonnes
719,Emissions (EDGAR),'hcfc_141b_2G_EDGAR_consistent',kilotonnes
720,Emissions (EDGAR),'hcfc_141b_2H_EDGAR_consistent',kilotonnes
721,Emissions (EDGAR),'hcfc_141b_3A1_EDGAR_consistent',kilotonnes
722,Emissions (EDGAR),'hcfc_141b_3A2_EDGAR_consistent',kilotonnes
723,Emissions (EDGAR),'hcfc_141b_3B1_EDGAR_consistent',kilotonnes
724,Emissions (EDGAR),'hcfc_141b_3B2_EDGAR_consistent',kilotonnes
725,Emissions (EDGAR),'hcfc_141b_3B3_EDGAR_consistent',kilotonnes
